id,carat,cut,color,clarity,depth,table,x,y,z,price
19718,1.18,Premium,H,SI2,61.6,57.0,6.81,6.73,4.17,8.508
19719,1.0,Very Good,H,VS1,64.2,53.0,6.27,6.34,4.05,8.634
19720,0.34,Ideal,E,VS1,62.4,55.0,4.47,4.44,2.78,6.94
19721,0.37,Very Good,E,SI1,60.6,54.0,4.63,4.68,2.82,6.475
19722,0.23,Very Good,E,VVS1,62.3,58.0,3.88,3.99,2.45,6.273
19723,0.41,Good,I,VS1,63.7,57.0,4.67,4.72,2.99,6.627
19724,0.32,Ideal,F,VVS2,62.1,55.0,4.37,4.39,2.72,6.685
19725,1.2,Very Good,I,VVS2,59.9,55.0,6.88,6.94,4.14,8.788
19726,1.42,Good,H,SI2,61.8,61.0,7.01,7.09,4.36,8.914
19727,1.24,Ideal,G,VS1,60.1,58.0,7.03,6.97,4.21,9.119
19728,1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,8.184
19729,1.4,Premium,F,VS1,58.8,61.0,7.35,7.32,4.31,9.426
19730,1.0,Very Good,D,SI1,59.2,62.0,6.49,6.54,3.86,8.634
19731,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,5.951
19732,1.01,Ideal,E,VS1,61.5,56.0,6.45,6.49,3.98,9.159
19733,0.76,Premium,J,VS1,61.1,58.0,5.85,5.91,3.59,7.672
19734,0.45,Premium,D,VS1,60.6,59.0,4.96,4.98,3.01,7.168
19735,0.33,Premium,H,VS2,61.4,58.0,4.49,4.44,2.74,6.504
19736,0.38,Ideal,F,VS2,61.9,55.0,4.68,4.64,2.89,6.876
19737,1.81,Good,G,SI2,58.9,55.0,7.99,8.04,4.72,9.336
19738,1.01,Good,G,SI1,58.4,61.0,6.51,6.61,3.83,8.527
19739,1.51,Very Good,I,SI1,63.1,56.0,7.28,7.33,4.61,8.973
19740,0.42,Premium,E,SI1,61.2,60.0,4.86,4.81,2.96,6.772
19741,0.33,Premium,I,VS2,62.0,60.0,4.41,4.46,2.75,6.138
19742,0.31,Ideal,G,SI2,60.5,57.0,4.4,4.36,2.65,6.26
19743,0.91,Premium,E,SI1,61.9,61.0,6.12,6.1,3.78,8.328
19744,0.59,Premium,I,IF,61.2,58.0,5.41,5.38,3.3,7.583
19745,1.5,Good,H,SI2,60.8,64.0,7.27,7.2,4.4,8.831
19746,0.35,Ideal,E,VS1,61.9,56.0,4.55,4.53,2.81,6.995
19747,1.0,Premium,E,SI2,62.0,59.0,6.43,6.3,3.95,8.313
19748,0.39,Ideal,G,VVS1,62.3,57.0,4.64,4.7,2.91,6.999
19749,1.52,Ideal,I,SI1,61.9,56.0,7.37,7.42,4.58,9.119
19750,1.31,Very Good,I,VS2,61.2,58.0,7.01,7.05,4.3,8.842
19751,1.09,Very Good,G,IF,62.9,57.0,6.52,6.58,4.12,9.065
19752,0.7,Ideal,E,SI2,62.0,58.0,5.66,5.7,3.52,7.754
19753,0.61,Good,E,SI1,61.3,61.0,5.4,5.44,3.32,7.492
19754,0.42,Premium,F,VS2,61.9,58.0,4.76,4.8,2.96,6.784
19755,2.01,Premium,J,VS2,61.8,61.0,8.06,7.97,4.95,9.437
19756,0.9,Good,H,SI2,60.4,61.0,6.14,6.22,3.73,8.044
19757,0.37,Ideal,J,SI1,62.2,53.0,4.63,4.67,2.89,6.111
19758,0.4,Ideal,E,VS1,61.2,55.0,4.76,4.79,2.92,6.846
19759,0.44,Ideal,H,IF,62.0,57.0,4.87,4.91,3.02,7.135
19760,0.5,Very Good,D,SI2,63.1,56.0,5.05,4.96,3.16,6.923
19761,0.31,Ideal,E,VS1,60.2,56.0,4.39,4.44,2.66,6.439
19762,0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,7.078
19763,0.54,Ideal,E,SI2,60.4,57.0,5.33,5.27,3.2,7.2
19764,0.71,Very Good,F,SI2,62.8,58.0,5.63,5.7,3.56,7.672
19765,1.63,Ideal,G,VS1,61.7,55.0,7.56,7.6,4.68,9.661
19766,1.01,Good,D,VS1,62.2,62.0,6.29,6.41,3.95,8.896
19767,0.58,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,7.551
19768,1.02,Premium,F,SI1,61.8,59.0,6.45,6.39,3.97,8.646
19769,0.5,Very Good,F,VS1,62.6,59.0,5.03,5.06,3.16,7.46
19770,0.51,Good,F,SI1,63.6,56.0,5.08,5.11,3.24,7.107
19771,0.66,Ideal,E,SI2,61.9,55.0,5.61,5.64,3.48,7.352
19772,1.12,Ideal,H,SI2,63.6,56.0,6.68,6.54,4.19,8.581
19773,1.07,Ideal,F,SI2,60.7,56.9,6.62,6.65,4.02,8.523
19774,0.41,Premium,F,SI1,61.0,60.0,4.81,4.77,2.92,6.876
19775,1.01,Premium,I,SI2,61.7,60.0,6.4,6.34,3.93,8.247
19776,0.73,Premium,F,VS2,59.9,58.0,5.84,5.87,3.51,7.984
19777,0.3,Ideal,G,SI1,61.8,56.0,4.31,4.34,2.67,6.188
19778,1.05,Ideal,D,SI2,62.1,56.0,6.48,6.54,4.04,8.548
19779,0.34,Premium,E,SI1,61.9,59.0,4.48,4.44,2.76,6.64
19780,0.41,Ideal,F,VS2,61.8,57.0,4.78,4.73,2.94,7.009
19781,0.54,Good,H,VVS2,60.9,57.2,5.22,5.26,3.19,7.541
19782,0.96,Ideal,F,VS1,61.2,56.0,6.38,6.34,3.89,8.642
19783,0.31,Ideal,G,VVS1,62.0,54.0,4.38,4.39,2.72,6.671
19784,0.8,Very Good,G,VS1,59.5,63.0,6.11,6.05,3.61,8.058
19785,0.31,Ideal,G,IF,62.8,56.0,4.34,4.39,2.74,6.667
19786,1.53,Premium,G,VS1,61.0,60.0,7.4,7.43,4.52,9.562
19787,0.64,Ideal,F,VS2,61.1,56.0,5.57,5.59,3.41,7.791
19788,0.68,Ideal,G,VS1,61.7,55.0,5.71,5.66,3.51,7.834
19789,1.52,Premium,H,VS2,59.4,59.0,7.49,7.45,4.44,9.324
19790,0.39,Premium,H,SI1,62.0,60.0,4.71,4.65,2.9,6.726
19791,0.84,Very Good,D,SI2,63.6,57.0,5.95,6.0,3.8,8.054
19792,0.33,Ideal,H,VVS1,61.5,55.0,4.44,4.47,2.74,6.593
19793,1.02,Ideal,I,SI2,60.7,57.0,6.57,6.54,3.98,8.257
19794,1.04,Premium,E,SI1,61.2,59.0,6.54,6.47,3.98,8.682
19795,0.55,Ideal,D,VS2,61.7,57.0,5.21,5.26,3.23,7.522
19796,1.1,Ideal,J,VS2,62.4,55.0,6.59,6.64,4.13,8.42
19797,0.53,Very Good,G,VS1,60.9,56.0,5.24,5.27,3.2,7.4
19798,1.01,Fair,F,SI2,65.3,59.0,6.28,6.24,4.09,8.37
19799,1.76,Premium,J,VS1,62.0,58.0,7.74,7.7,4.79,9.322
19800,0.51,Ideal,G,SI1,61.7,54.0,5.14,5.2,3.19,7.12
19801,0.33,Premium,F,VVS2,62.5,59.0,4.47,4.4,2.77,6.947
19802,0.54,Ideal,G,VVS2,62.4,53.4,5.22,5.25,3.26,7.582
19803,0.3,Very Good,J,VS1,63.3,60.0,4.25,4.22,2.68,6.227
19804,0.24,Ideal,F,VVS1,62.0,56.0,3.99,4.01,2.48,6.519
19805,0.71,Ideal,D,VS2,61.4,56.0,5.74,5.79,3.54,8.081
19806,0.7,Ideal,F,VS1,62.4,56.0,5.69,5.65,3.54,7.963
19807,1.71,Very Good,H,SI1,59.5,59.0,7.78,7.81,4.64,9.456
19808,0.33,Premium,G,VS1,62.4,59.0,4.47,4.41,2.77,6.75
19809,0.3,Very Good,E,IF,61.8,54.0,4.34,4.37,2.69,6.864
19810,0.3,Very Good,G,VS1,60.3,57.0,4.33,4.35,2.62,6.43
19811,1.2,Very Good,H,SI1,62.4,60.0,6.75,6.71,4.2,8.732
19812,0.46,Very Good,D,VS2,63.2,56.0,4.92,4.89,3.1,7.14
19813,0.44,Premium,I,VVS1,60.8,57.0,4.93,4.88,2.98,6.898
19814,0.34,Premium,H,VS1,60.6,60.0,4.45,4.49,2.71,6.39
19815,1.01,Ideal,H,SI1,62.3,55.0,6.43,6.37,3.99,8.513
19816,0.31,Ideal,H,IF,60.0,57.0,4.39,4.41,2.64,6.704
19817,0.71,Very Good,I,SI2,62.2,58.0,5.61,5.7,3.52,7.551
19818,0.4,Ideal,D,VS1,62.3,54.0,4.7,4.74,2.94,6.97
19819,0.9,Ideal,G,VS1,61.6,55.0,6.27,6.23,3.85,8.403
19820,1.05,Premium,E,SI2,60.9,61.0,6.61,6.55,4.01,8.282
19821,1.54,Premium,E,VS2,60.8,58.0,7.44,7.39,4.51,9.637
19822,0.3,Ideal,D,VS1,62.0,54.0,4.34,4.3,2.68,6.743
19823,0.73,Ideal,G,VS2,60.9,57.0,5.8,5.86,3.55,8.104
19824,0.39,Premium,G,VVS1,60.4,59.0,4.75,4.72,2.86,7.065
19825,0.82,Ideal,H,VS2,61.5,56.0,6.01,6.08,3.72,7.939
19826,1.03,Ideal,D,VS1,61.8,56.0,6.46,6.54,4.02,9.061
19827,1.51,Premium,F,SI2,62.7,58.0,7.33,7.29,4.58,8.763
19828,0.7,Ideal,F,VS1,61.2,56.0,5.73,5.76,3.52,8.206
19829,0.3,Ideal,F,VVS1,61.2,55.0,4.33,4.36,2.66,6.687
19830,1.06,Very Good,F,SI2,61.8,56.4,6.51,6.56,4.04,8.568
19831,0.8,Very Good,F,SI2,61.0,57.0,6.01,6.03,3.67,7.927
19832,0.75,Ideal,D,VS2,62.4,55.0,5.83,5.8,3.63,8.148
19833,0.4,Ideal,J,VS2,62.2,54.0,4.75,4.8,2.97,6.395
19834,0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,6.583
19835,0.42,Ideal,F,VS1,61.3,57.0,4.8,4.85,2.96,6.938
19836,1.07,Very Good,G,VS2,60.0,56.0,6.67,6.69,4.01,8.937
19837,1.2,Very Good,H,SI1,60.8,58.0,6.8,6.85,4.15,8.712
19838,0.51,Ideal,E,SI1,62.2,57.0,5.08,5.12,3.17,7.271
19839,0.43,Ideal,E,VS2,62.1,56.0,4.83,4.87,3.01,6.889
19840,0.37,Very Good,F,SI1,62.5,58.0,4.52,4.57,2.84,6.423
19841,0.53,Premium,D,VS2,60.4,58.0,5.23,5.26,3.17,7.527
19842,1.01,Good,F,VVS2,62.7,61.0,6.3,6.34,3.96,8.977
19843,0.31,Ideal,D,SI1,61.7,56.0,4.35,4.37,2.69,6.293
19844,0.71,Very Good,G,SI1,62.7,59.0,5.65,5.67,3.55,7.697
19845,0.41,Ideal,E,SI1,62.9,56.0,4.76,4.72,2.98,6.876
19846,0.33,Premium,F,VS2,62.4,58.0,4.41,4.37,2.74,6.75
19847,0.36,Ideal,D,SI1,61.2,57.0,4.63,4.59,2.82,6.746
19848,1.21,Premium,G,VVS2,59.6,60.0,6.91,6.89,4.11,9.163
19849,1.0,Very Good,E,VS2,63.8,59.0,6.25,6.32,4.01,8.751
19850,0.31,Premium,H,VVS2,62.4,58.0,4.31,4.28,2.68,6.687
19851,1.18,Ideal,F,VS2,62.0,57.0,6.82,6.77,4.21,8.931
19852,0.31,Good,H,VS1,64.1,55.0,4.25,4.27,2.73,6.165
19853,1.5,Good,H,VS2,63.9,60.0,7.22,7.17,4.6,9.295
19854,0.32,Ideal,G,VS1,60.7,56.0,4.43,4.46,2.7,6.4
19855,0.32,Ideal,G,VS1,60.7,56.0,4.46,4.43,2.7,6.65
19856,0.32,Ideal,I,VVS1,61.9,55.0,4.39,4.4,2.72,6.378
19857,2.0,Premium,H,SI2,61.5,61.0,8.13,8.1,4.99,9.483
19858,0.41,Premium,D,VVS1,62.2,58.0,4.71,4.77,2.95,7.207
19859,1.58,Ideal,E,SI1,61.0,57.0,7.55,7.5,4.59,9.515
19860,0.5,Premium,E,SI1,60.2,58.0,5.15,5.18,3.11,7.182
19861,1.2,Very Good,H,SI1,62.9,56.0,6.74,6.8,4.26,8.703
19862,0.71,Premium,E,VVS1,61.8,56.0,5.71,5.68,3.52,8.278
19863,0.23,Very Good,F,VS1,62.1,58.0,3.91,3.95,2.44,5.922
19864,1.51,Ideal,H,SI1,62.4,57.0,7.3,7.34,4.57,9.166
19865,0.43,Very Good,F,SI2,61.6,59.0,4.8,4.84,2.97,6.524
19866,1.02,Ideal,F,SI2,61.8,57.0,6.49,6.43,3.99,8.483
19867,1.04,Good,F,SI1,63.4,59.0,6.4,6.44,4.07,8.526
19868,0.39,Ideal,G,VVS1,58.8,62.0,4.77,4.79,2.81,6.912
19869,0.52,Ideal,G,SI2,61.5,56.0,5.15,5.19,3.18,7.065
19870,1.23,Ideal,G,VVS2,61.0,55.0,6.93,6.95,4.23,9.162
19871,0.31,Good,G,VS2,63.1,56.0,4.31,4.37,2.74,6.299
19872,0.53,Ideal,D,VS2,60.6,57.0,5.28,5.24,3.19,7.579
19873,2.01,Premium,J,VS2,60.4,59.0,8.1,8.15,4.91,9.519
19874,0.32,Ideal,G,VS2,59.8,57.0,4.43,4.46,2.66,6.33
19875,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,7.969
19876,1.14,Ideal,H,SI1,61.6,57.0,6.7,6.75,4.14,8.518
19877,0.57,Ideal,H,VS1,61.3,56.0,5.36,5.38,3.29,7.349
19878,0.46,Ideal,E,VVS2,62.6,55.0,4.92,4.95,3.09,7.413
19879,0.32,Ideal,D,VVS2,61.7,55.0,4.42,4.39,2.72,6.922
19880,0.7,Ideal,F,VS1,61.6,55.0,5.75,5.71,3.53,7.963
19881,0.42,Premium,E,SI1,61.5,58.0,4.84,4.78,2.96,6.831
19882,1.0,Very Good,E,SI2,63.9,57.0,6.24,6.27,4.0,8.371
19883,1.01,Premium,F,SI1,59.7,61.0,6.55,6.49,3.89,8.515
19884,0.56,Ideal,G,IF,61.4,57.0,5.29,5.32,3.26,7.801
19885,0.51,Very Good,E,SI1,63.5,54.0,5.1,5.07,3.23,7.274
19886,0.25,Premium,E,VS2,59.7,61.0,4.1,4.08,2.44,6.263
19887,0.36,Very Good,F,SI1,60.7,54.0,4.64,4.67,2.83,6.463
19888,0.73,Very Good,G,SI1,59.8,61.0,5.83,5.85,3.49,7.754
19889,0.31,Very Good,H,VS1,61.8,61.0,4.32,4.36,2.68,6.299
19890,0.52,Ideal,G,VS1,61.7,57.0,5.16,5.18,3.19,7.418
19891,0.3,Very Good,I,VS2,60.7,56.0,4.32,4.34,2.63,6.009
19892,1.25,Ideal,G,VS2,60.9,57.0,6.96,6.99,4.25,9.168
19893,1.2,Ideal,G,SI1,61.2,56.0,6.92,6.84,4.21,8.78
19894,1.03,Ideal,F,SI1,62.0,56.0,6.47,6.5,4.02,8.695
19895,2.01,Premium,G,VS2,60.6,59.0,8.16,8.12,4.93,9.744
19896,1.21,Very Good,H,SI1,60.2,58.0,6.89,6.93,4.16,8.737
19897,1.06,Ideal,G,VS1,61.4,56.0,6.55,6.58,4.03,8.934
19898,1.07,Premium,D,SI2,62.4,61.0,6.51,6.48,4.05,8.507
19899,0.53,Ideal,G,VS1,62.1,57.0,5.16,5.18,3.21,7.451
19900,0.35,Very Good,I,VVS2,61.3,56.0,4.52,4.54,2.78,6.43
19901,0.3,Ideal,D,VS2,61.0,55.0,4.33,4.36,2.65,6.565
19902,0.71,Ideal,I,VS1,61.8,56.0,5.68,5.72,3.52,7.995
19903,0.49,Ideal,H,SI1,59.9,56.0,5.15,5.18,3.1,7.005
19904,1.17,Premium,H,SI2,62.7,56.0,6.74,6.68,4.21,8.5
19905,1.5,Premium,G,VS1,61.2,59.0,7.36,7.32,4.49,9.563
19906,0.6,Very Good,D,SI1,62.2,56.0,5.4,5.44,3.37,7.548
19907,1.02,Premium,F,SI2,63.0,58.0,6.43,6.37,4.03,8.389
19908,0.71,Very Good,G,VS2,63.1,54.0,5.64,5.7,3.58,7.853
19909,1.01,Premium,G,VS2,62.1,54.0,6.5,6.36,3.99,8.717
19910,0.35,Premium,H,VVS1,61.2,60.0,4.51,4.54,2.77,6.682
19911,0.51,Very Good,G,VS1,63.4,57.0,5.08,5.04,3.21,7.444
19912,1.5,Good,G,IF,59.9,59.0,7.39,7.46,4.45,9.547
19913,0.95,Very Good,J,VS2,63.5,56.0,6.24,6.27,3.97,8.106
19914,0.7,Good,G,VS1,63.5,61.0,5.6,5.64,3.57,7.854
19915,0.93,Good,G,SI2,64.5,56.3,6.08,6.14,3.94,8.139
19916,1.22,Very Good,G,SI1,61.8,58.0,6.82,6.88,4.23,8.803
19917,0.35,Ideal,H,VVS2,59.2,56.0,4.65,4.6,2.74,6.809
19918,1.38,Ideal,I,SI2,61.8,57.0,7.14,7.1,4.4,8.665
19919,0.4,Ideal,G,VVS1,61.7,55.0,4.75,4.78,2.94,7.0
19920,0.96,Premium,I,VS2,60.6,60.0,6.47,6.4,3.9,8.245
19921,0.41,Ideal,D,VVS1,62.3,57.0,4.77,4.73,2.96,7.366
19922,0.27,Ideal,H,VVS2,62.2,56.0,4.15,4.18,2.59,6.267
19923,0.32,Ideal,G,SI2,62.5,57.0,4.35,4.38,2.73,6.043
19924,0.32,Ideal,H,VVS2,61.2,56.0,4.4,4.43,2.7,6.469
19925,1.1,Ideal,F,VS2,61.4,56.0,6.64,6.68,4.09,8.916
19926,1.52,Very Good,E,SI1,63.5,58.0,7.36,7.29,4.65,9.322
19927,0.79,Ideal,I,VS2,63.0,58.0,5.85,5.89,3.7,7.905
19928,1.24,Premium,H,SI2,62.3,58.0,6.84,6.8,4.25,8.399
19929,1.31,Premium,H,VS2,61.4,59.0,7.01,6.96,4.29,8.929
19930,0.83,Very Good,I,VVS1,61.8,56.0,6.0,6.03,3.72,8.236
19931,1.02,Ideal,G,VVS2,62.1,57.0,6.43,6.45,4.0,9.036
19932,0.24,Very Good,F,VS2,62.9,58.0,3.94,4.01,2.5,6.038
19933,1.01,Good,G,VS1,63.2,61.0,6.33,6.35,4.01,8.766
19934,0.3,Ideal,H,VS1,62.2,54.0,4.29,4.33,2.68,6.29
19935,0.91,Premium,F,SI2,62.6,58.0,6.14,6.09,3.83,8.228
19936,0.82,Very Good,G,SI2,62.5,56.0,5.99,6.04,3.76,7.97
19937,1.21,Ideal,I,SI2,64.6,56.0,6.67,6.62,4.29,8.493
19938,0.73,Ideal,G,VS1,61.5,56.0,5.8,5.77,3.56,8.093
19939,0.32,Ideal,D,VS1,61.4,56.0,4.42,4.47,2.73,6.628
19940,1.18,Ideal,G,SI1,62.0,56.0,6.76,6.79,4.2,8.848
19941,0.55,Ideal,D,VS2,61.5,56.0,5.25,5.28,3.24,7.564
19942,1.23,Ideal,F,VVS2,63.0,55.0,6.89,6.79,4.31,9.267
19943,0.91,Very Good,E,SI1,63.5,57.0,6.11,6.07,3.87,8.328
19944,0.77,Good,F,SI1,64.2,52.0,5.81,5.77,3.72,7.933
19945,1.26,Ideal,G,SI1,61.9,56.0,6.92,6.98,4.3,8.95
19946,0.5,Premium,G,SI2,58.6,61.0,5.21,5.16,3.04,6.983
19947,0.71,Ideal,E,SI1,61.5,57.0,5.78,5.74,3.54,7.753
19948,1.3,Premium,G,VVS1,60.5,60.0,7.05,7.01,4.25,9.32
19949,1.54,Ideal,G,VVS1,60.8,57.0,7.49,7.45,4.54,9.7
19950,0.31,Very Good,D,SI1,63.5,58.0,4.3,4.27,2.72,6.596
19951,1.01,Fair,F,VS1,61.7,61.0,6.6,6.49,4.04,8.803
19952,1.04,Very Good,I,SI1,63.2,54.0,6.49,6.42,4.08,8.341
19953,1.6,Premium,F,SI2,58.7,58.0,7.76,7.68,4.53,9.239
19954,1.03,Fair,J,SI2,56.2,62.0,6.73,6.69,3.77,8.085
19955,1.24,Ideal,G,VVS2,61.4,58.0,6.88,6.92,4.24,9.249
19956,1.55,Premium,J,VS1,61.6,58.0,7.39,7.42,4.56,8.953
19957,0.39,Premium,G,VS2,61.2,60.0,4.73,4.68,2.88,6.917
19958,0.93,Ideal,E,SI1,61.9,56.0,6.24,6.27,3.87,8.698
19959,0.55,Ideal,F,VS2,61.6,56.0,5.31,5.29,3.27,7.534
19960,0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,7.401
19961,1.36,Premium,I,SI2,62.7,58.0,7.01,7.08,4.42,8.675
19962,0.31,Very Good,H,SI1,62.4,60.0,4.32,4.34,2.7,6.1
19963,1.7,Very Good,I,VS2,58.5,59.0,7.81,7.89,4.59,9.323
19964,1.0,Premium,D,VS1,61.0,58.0,6.46,6.42,3.93,8.893
19965,0.9,Very Good,J,SI2,63.3,59.0,6.08,6.12,3.86,7.997
19966,0.8,Premium,G,VS1,62.5,58.0,5.9,5.94,3.7,8.165
19967,0.7,Ideal,E,VS2,61.0,56.0,5.74,5.78,3.52,8.162
19968,0.35,Very Good,E,VS2,61.4,58.0,4.51,4.55,2.78,6.5
19969,0.6,Ideal,G,VS2,62.1,56.0,5.4,5.45,3.37,7.493
19970,0.5,Ideal,F,VVS2,61.6,56.0,5.08,5.11,3.14,7.627
19971,0.81,Ideal,E,SI1,62.3,57.0,5.95,5.99,3.72,8.133
19972,0.56,Good,F,VS1,59.1,62.0,5.36,5.42,3.19,7.445
19973,0.31,Premium,G,VVS1,61.2,59.0,4.34,4.32,2.65,6.953
19974,1.0,Ideal,H,SI2,61.2,57.0,6.42,6.45,3.94,8.357
19975,0.38,Very Good,F,VS1,62.1,54.7,4.63,4.66,2.89,6.964
19976,0.79,Very Good,H,VS2,61.5,55.0,5.89,5.94,3.64,7.988
19977,0.7,Ideal,I,VVS1,62.8,56.3,5.65,5.69,3.56,7.777
19978,1.0,Ideal,E,VS2,61.9,56.0,6.45,6.4,3.98,8.707
19979,0.54,Ideal,D,SI1,60.8,57.0,5.31,5.25,3.21,7.488
19980,0.39,Very Good,E,VS1,62.5,58.0,4.67,4.7,2.93,6.818
19981,2.01,Good,I,SI1,64.1,62.0,7.85,7.94,5.06,9.508
19982,0.5,Ideal,E,VS2,61.3,57.0,5.15,5.13,3.15,7.465
19983,0.52,Very Good,E,SI2,62.7,56.0,5.07,5.1,3.19,7.067
19984,1.53,Ideal,E,SI1,62.0,58.0,7.33,7.41,4.57,9.291
19985,1.02,Good,J,SI2,63.1,58.0,6.34,6.38,4.01,8.101
19986,0.32,Ideal,G,VVS2,61.1,55.0,4.42,4.45,2.71,6.593
19987,0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,7.7
19988,0.54,Ideal,J,SI2,61.3,58.0,5.24,5.27,3.22,6.886
19989,0.32,Ideal,G,VS2,61.5,55.0,4.39,4.43,2.71,6.363
19990,0.72,Ideal,E,VS1,62.6,57.0,5.69,5.72,3.57,8.097
19991,0.59,Ideal,F,SI1,61.7,56.0,5.36,5.4,3.32,7.41
19992,1.02,Very Good,E,SI1,60.5,63.0,6.54,6.48,3.94,8.497
19993,0.39,Ideal,F,VS1,61.7,56.0,4.68,4.72,2.9,6.817
19994,0.52,Very Good,F,SI1,61.9,58.0,5.1,5.15,3.17,7.169
19995,1.27,Premium,H,VS2,58.9,61.0,7.09,7.03,4.16,8.671
19996,0.42,Ideal,E,VS1,61.6,57.0,4.8,4.84,2.97,7.008
19997,0.32,Ideal,H,VVS2,61.9,53.0,4.42,4.44,2.74,6.428
19998,1.01,Very Good,J,SI1,62.8,57.0,6.37,6.41,4.01,8.294
19999,0.34,Very Good,H,SI1,63.3,56.0,4.46,4.45,2.82,6.443
20000,0.32,Very Good,D,SI1,58.9,60.0,4.47,4.49,2.64,6.378
20001,1.13,Ideal,F,VS1,61.1,56.0,6.7,6.79,4.12,9.068
20002,0.9,Very Good,F,VS2,62.7,58.0,6.12,6.19,3.86,8.549
20003,0.41,Very Good,G,VVS1,61.0,61.0,4.72,4.75,2.89,7.048
20004,2.26,Ideal,J,VS2,61.1,57.0,8.44,8.47,5.17,9.742
20005,0.64,Premium,F,VS2,62.2,55.0,5.53,5.5,3.43,7.664
20006,0.47,Ideal,G,VVS1,61.6,56.0,4.99,5.05,3.09,7.259
20007,0.3,Premium,I,SI1,61.6,59.0,4.34,4.29,2.66,6.227
20008,0.41,Ideal,E,VVS2,61.1,57.0,4.82,4.77,2.93,7.231
20009,2.02,Premium,E,SI2,60.4,57.0,8.21,8.18,4.95,9.587
20010,1.31,Premium,G,VS2,60.3,59.0,7.12,7.08,4.28,9.103
20011,0.51,Ideal,F,VS1,61.8,54.0,5.15,5.18,3.19,7.398
20012,0.31,Ideal,D,SI1,61.8,57.0,4.36,4.32,2.68,6.596
20013,2.19,Ideal,I,SI2,62.5,56.0,8.31,8.24,5.18,9.633
20014,0.71,Very Good,H,VS1,62.1,55.0,5.71,5.72,3.55,7.851
20015,1.05,Premium,G,VS2,61.8,58.0,6.52,6.59,4.05,8.711
20016,1.02,Ideal,D,VS2,61.5,56.0,6.46,6.49,3.99,9.159
20017,0.26,Very Good,E,VVS2,63.0,58.0,4.08,4.11,2.58,6.392
20018,0.6,Premium,H,SI1,62.0,56.0,5.44,5.4,3.36,7.268
20019,1.02,Ideal,H,SI1,62.5,57.0,6.41,6.46,4.02,8.465
20020,1.05,Premium,H,VS1,60.9,60.0,6.58,6.53,3.99,8.627
20021,1.66,Premium,J,VVS2,62.6,59.0,7.54,7.58,4.73,9.198
20022,0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,8.05
20023,0.52,Ideal,F,VVS1,59.8,59.0,5.21,5.25,3.13,7.719
20024,1.0,Very Good,F,SI1,60.3,61.0,6.38,6.43,3.86,8.438
20025,0.4,Ideal,F,VS2,62.0,57.0,4.68,4.74,2.92,6.736
20026,1.0,Good,G,SI1,62.2,63.0,6.36,6.41,3.97,8.609
20027,0.31,Ideal,H,VS2,62.6,57.0,4.34,4.38,2.73,6.192
20028,1.03,Premium,J,VS1,61.8,58.0,6.51,6.41,3.99,8.283
20029,0.42,Ideal,E,SI1,61.3,57.0,4.81,4.79,2.94,6.9
20030,0.73,Very Good,H,VS1,60.8,57.0,5.8,5.83,3.54,7.978
20031,0.4,Very Good,D,VVS2,62.0,61.0,4.7,4.72,2.92,7.028
20032,0.41,Very Good,F,VS1,60.8,58.0,4.76,4.82,2.91,6.915
20033,0.9,Very Good,I,VVS1,63.5,58.0,6.06,6.09,3.86,8.334
20034,0.7,Ideal,E,VS2,61.4,57.0,5.72,5.78,3.53,7.729
20035,1.01,Very Good,F,SI1,62.0,56.0,6.41,6.47,3.99,8.538
20036,0.58,Ideal,E,VS1,60.8,57.0,5.42,5.41,3.29,7.766
20037,1.2,Ideal,I,VS2,63.2,59.0,6.73,6.68,4.24,8.648
20038,0.54,Very Good,G,SI1,63.8,57.0,5.16,5.19,3.3,7.238
20039,1.2,Ideal,E,VVS1,61.6,57.0,6.83,6.78,4.19,9.518
20040,0.32,Ideal,F,SI1,61.3,55.0,4.44,4.47,2.73,6.196
20041,0.4,Ideal,D,SI2,62.0,55.0,4.71,4.77,2.94,6.438
20042,1.0,Premium,D,VS2,61.2,61.0,6.39,6.35,3.9,8.749
20043,0.83,Ideal,F,SI1,62.0,55.0,6.03,6.07,3.75,8.236
20044,1.13,Premium,I,SI1,61.7,58.0,6.66,6.62,4.1,8.322
20045,0.36,Ideal,E,VS2,62.8,55.0,4.56,4.49,2.84,6.921
20046,2.01,Fair,G,VS2,67.5,55.0,7.7,7.79,5.23,9.794
20047,0.44,Very Good,D,SI1,62.9,58.0,4.82,4.85,3.04,6.744
20048,0.55,Ideal,G,SI2,62.1,56.0,5.25,5.22,3.25,7.018
20049,1.0,Very Good,F,VS1,62.9,56.0,6.38,6.43,4.03,8.775
20050,0.52,Very Good,G,VS1,61.2,57.0,5.17,5.23,3.18,7.258
20051,1.7,Very Good,I,VS1,62.3,58.1,7.57,7.66,4.74,9.418
